ID,SenId,Words,LID
73281,7952,I'm,English
73282,7952,a,English
73283,7952,club,English
73284,7952,priority,English
73285,7952,member,English
73286,7952,its,English
73287,7952,possible,English
73288,7952,give,English
73289,7952,me,Sin-Eng
73290,7952,a,English
73291,7952,buzz,English
73292,7953,Y3,NameEntity
73293,7953,Bartell,NameEntity
73294,7953,upahara,NameEntity
73295,7953,phone,English
73296,7953,sim,NameEntity
73297,7953,dekma,Sin-Eng
73298,7953,unlock,English
73299,7953,da,Sin-Eng
73300,7954,21,NameEntity
73301,7954,broo,English
73302,7955,Female,English
73303,7955,winner,English
73304,7955,Shayani,NameEntity
73305,7955,A,NameEntity
73306,7955,SIroshinikala,NameEntity
73307,7956,Free,English
73308,7956,router,English
73309,7956,wanted,English
73310,7957,Recharge,English
73311,7957,card,English
73312,7957,nathoo,Sin-Eng
73313,7958,Data,English
73314,7958,ගැන,Sinhala
73315,7958,Worry,English
73316,7958,නොවී,Sinhala
73317,7958,Unlimited,English
73318,7958,Amazon,NameEntity
73319,7958,Prime,NameEntity
73320,7958,Video,English
73321,7958,ride,English
73322,7958,එකකට,Sinhala
73323,7958,",",Symbol
73324,7958,Gerhold,NameEntity
73325,7958,Quil,NameEntity
73326,7958,App,English
73327,7958,සමගින්,Sinhala
73328,7958,Set,English
73329,7958,වෙන්න,Sinhala
73330,7958,.,Symbol
73331,7959,3G,NameEntity
73332,7959,&,English
73333,7959,4G,NameEntity
73334,7959,සඳහා,Sinhala
73335,7959,දැන්,Sinhala
73336,7959,රු,Sinhala
73337,7959,.,Symbol
73338,7959,25,NameEntity
73339,7959,සිට,Sinhala
73340,7959,Unlimited,English
73341,7959,Internet,English
73342,7959,Plans,English
73343,7959,!,Symbol
73344,7960,අදම,Sinhala
73345,7960,Quil,NameEntity
73346,7960,App,English
73347,7960,එක,Sinhala
73348,7960,Download,English
73349,7960,කර,Sinhala
73350,7960,ගන්න,Sinhala
73351,7960,.,Symbol
73352,7961,වැඩි,Sinhala
73353,7961,විස්තර,Sinhala
73354,7961,සඳහා,Sinhala
73355,7961,පහත,Sinhala
73356,7961,Link,English
73357,7961,එක,Sinhala
73358,7961,Click,English
73359,7961,කරන්න,Sinhala
73360,7961,.,Symbol
73361,7961,https://buff.ly/3hQcQxd,NameEntity
73362,7962,Meka,Sin-Eng
73363,7962,ekaparak,Sin-Eng
73364,7962,gttama,Sin-Eng
73365,7962,ganna,Sin-Eng
73366,7962,barid,Sin-Eng
73367,7963,Bartell,NameEntity
73368,7964,Happy,English
73369,7964,birthday,English
73370,7964,dila,Sin-Eng
73371,7965,Network,English
73372,7965,slow,English
73373,7965,☹,Symbol
73374,7965,☹,Symbol
73375,7966,33,NameEntity
73376,7966,Bodmas,English
73377,7967,Hi,English
73378,7967,all,English
73379,7967,the,English
73380,7967,connections,English
73381,7967,went,English
73382,7967,off,English
73383,7967,suddenly,English
73384,7967,and,English
73385,7967,now,English
73386,7967,Phone,English
73387,7967,Internet,English
73388,7967,and,English
73389,7967,NikzTv,NameEntity
73390,7967,nothing,English
73391,7967,works,English
73392,7967,.,Symbol
73393,7968,Waited,English
73394,7968,more,English
73395,7968,than,English
73396,7968,an,English
73397,7968,hour,English
73398,7968,to,English
73399,7968,connect,English
73400,7968,an,English
73401,7968,agent,English
73402,7968,on,English
73403,7968,2211,NameEntity
73404,7968,nobody,English
73405,7968,answered,English
73406,7968,.,Symbol
73407,7969,please,English
73408,7969,attend,English
73409,7969,ASAP,English
73410,7970,Wifi,NameEntity
73411,7970,da,Sin-Eng
73412,7971,අපේ,Sinhala
73413,7971,සල්ලි,Sinhala
73414,7971,වලින්,Sinhala
73415,7971,ඇස්,Sinhala
73416,7971,කන්,Sinhala
73417,7971,වහලා,Sinhala
73418,7971,උබලා,Sinhala
73419,7971,හොරට,Sinhala
73420,7971,ඩේට,Eng-Sin
73421,7971,කපගෙන,Sinhala
73422,7971,උබලා,Sinhala
73423,7971,රජ,Sinhala
73424,7971,වෙනවා,Sinhala
73425,7971,😒,Symbol
73426,7972,elzzzz,Sin-Eng
73427,7973,Sim,English
73428,7973,eka,Sin-Eng
73429,7973,thamath,Sin-Eng
73430,7973,ne,Sin-Eng
73431,7974,Batz,NameEntity
73432,7974,Oya,Sin-Eng
73433,7974,nidida,Sin-Eng
73434,7974,?,Symbol
73435,7975,ko,Sin-Eng
73436,7975,surprise,English
73437,7975,eka,Sin-Eng
73438,7975,?,Symbol
73439,7975,:,Symbol
73440,7975,3,NameEntity
73441,7976,admin,English
73442,7976,oya,Sin-Eng
73443,7976,notifications,English
73444,7976,off,English
73445,7976,kalada,Sin-Eng
73446,7976,?,Symbol
73447,7976,:,Symbol
73448,7977,UBALA,Sin-Eng
73449,7977,NIDIDA,Sin-Eng
73450,7977,YAKO,Sin-Eng
73451,7977,?,Symbol
73452,7977,[,Symbol
73453,7977,update,English
73454,7977,],Symbol
73455,7978,100mb,NameEntity
73456,7978,surprise,English
73457,7978,wow,English
73458,7978,",",Symbol
73459,7978,ai,Sin-Eng
73460,7978,mechchara,Sin-Eng
73461,7978,data,English
73462,7978,godak,Sin-Eng
73463,7978,dunne,Sin-Eng
73464,7978,?,Symbol
73465,7978,😅,Symbol
73646,7979,oyata,Sin-Eng
73467,7979,mawa,Sin-Eng
73468,7979,alien,English
73469,7979,kenek,Sin-Eng
73470,7979,wageda,Sin-Eng
73471,7979,penne,Sin-Eng
73472,7979,SLF,NameEntity
73473,7979,*,Symbol
73474,7979,T,NameEntity
73475,7979,?,Symbol
73476,7980,fibre,English
73477,7980,line,English
73478,7980,ekak,Sin-Eng
73479,7980,gaththe,Sin-Eng
73480,7980,mekatada,Sin-Eng
73481,7980,mama,Sin-Eng
73482,7980,?,Symbol
73483,7980,:,Symbol
73484,7980,3,NameEntity
73485,7981,oyata,Sin-Eng
73486,7981,pissuda,Sin-Eng
73487,7981,naththan,Sin-Eng
73488,7981,mata,Sin-Eng
73489,7981,pissuda,Sin-Eng
73490,7981,?,Symbol
73491,7981,😂,Symbol
73492,7981,🙏,Symbol
73493,7982,oka,Sin-Eng
73494,7982,dunne,Sin-Eng
73495,7982,nathuwa,Sin-Eng
73496,7982,hitiya,Sin-Eng
73497,7982,iwarai,Sin-Eng
73498,7982,dan,Sin-Eng
73499,7982,ithin,Sin-Eng
73500,7982,latest,English
73501,7982,meme,English
73502,7982,eka,Sin-Eng
73503,7982,oya,Sin-Eng
73504,7982,thama,Sin-Eng
73505,7982,:,Symbol
73506,7983,අනිත්,Sinhala
73507,7983,පලාත්,Sinhala
73508,7983,කොහොමද,Sinhala
73509,7983,අයදුම්,Sinhala
73510,7983,කරන්නේ,Sinhala
73511,7984,Sri,NameEntity
73512,7984,lankan,English
73513,7984,nasi,NameEntity
73514,7985,Croatia,NameEntity
73515,7985,will,English
73516,7985,win,English
73517,7985,🏆,Symbol
73518,7985,🏆,Symbol
73519,7985,🏆,Symbol
73520,7985,#Worldcupmoments,English
73521,7985,#Worldcup,English
73522,7985,#FootballwithBartell,English
73523,7986,National,English
73524,7986,Digital,English
73525,7986,Roadmap,English
73526,7987,meka,Sin-Eng
73527,7987,3g,NameEntity
73528,7987,4n,English
73529,7987,valata,Sin-Eng
73530,7987,wedadha,Sin-Eng
73531,7987,unlmit,English
73532,7987,pack,English
73533,7987,?,Symbol
73534,7987,?,Symbol
73535,7987,?,Symbol
73536,7987,👈,Symbol
73537,7988,3G,NameEntity
73538,7988,witharak,Sin-Eng
73539,7988,thiyana,Sin-Eng
73540,7988,4n,English
73541,7988,ekkata,Sin-Eng
73542,7988,add,English
73543,7988,karaganna,Sin-Eng
73544,7988,puluwanda,Sin-Eng
73545,7988,?,Symbol
73546,7989,අපිටත්,Sinhala
73547,7989,දෙන්නකෝ,Sinhala
73548,7989,...,Symbol
73549,7989,😔,Symbol
73550,7989,😔,Symbol
73551,7989,😔,Symbol
73552,7990,danda,Sin-Eng
73553,7990,danne,Sin-Eng
73554,7990,?,Symbol
73555,7990,:,Symbol
73556,7990,3,NameEntity
73557,7991,Congrats,English
73558,7991,Piumi,NameEntity
73559,7991,Kumarathunge,NameEntity
73560,7992,Good,English
73561,7992,one,English
73562,7992,👍,Symbol
73563,7993,ninda,Sin-Eng
73564,7993,noyana,Sin-Eng
73565,7993,rathriye,Sin-Eng
73566,7993,yakowu,Sin-Eng
73567,7994,Gehan,NameEntity
73568,7994,Blok,NameEntity
73569,7994,💜,Symbol
73570,7995,Vety,English
73571,7995,imotianal,English
73572,7995,story,English
73573,7995,.,Symbol
73574,7996,Quil,NameEntity
73575,7996,app,English
73576,7996,ekata,Sin-Eng
73577,7996,4G,NameEntity
73578,7996,signal,English
73579,7996,nathuwa,Sin-Eng
73580,7996,wadak,Sin-Eng
73581,7996,na,Sin-Eng
73582,7996,interest,English
73583,7996,slow,English
73584,7997,1990,NameEntity
73585,7997,මාසෙටද,Sinhala
73586,7997,?,Symbol
73587,7998,Ai,Sin-Eng
73588,7998,thanuselage,Sin-Eng
73589,7998,connection,English
73590,7998,mechchra,Sin-Eng
73591,7998,slow,English
73592,7998,.,Symbol
73593,7999,Man,Sin-Eng
73594,7999,10k,Sin-Eng
73595,7999,katha,Sin-Eng
73596,7999,kara,Sin-Eng
73597,7999,ubalata,Sin-Eng
73598,7999,magule,Sin-Eng
73599,7999,kathanam,Sin-Eng
73600,7999,kiyanwa,Sin-Eng
73601,8000,https://www.Gerhold.lk/Quil/#Quil072,NameEntity
73602,8000,මෙතනින්,Sinhala
73603,8000,app,English
73604,8000,එක,Sinhala
73605,8000,download,English
73606,8000,කර,Sinhala
73607,8000,",",Symbol
73608,8000,ඔබට,Sinhala
73609,8000,6,NameEntity
73610,8000,hours,English
73611,8000,unlimeted,English
73612,8000,package,English
73613,8000,එකක්,Sinhala
73614,8000,ලබාගත,Sinhala
73615,8000,හැක,Sinhala
73616,8000,.,Symbol
73617,8001,ලබා,Sinhala
73618,8001,ගැනිම,Sinhala
73619,8001,සදහා,Sinhala
73620,8001,ඔබ,Sinhala
73621,8001,කල,Sinhala
73622,8001,යුත්තේ,Sinhala
73623,8001,invite,English
73624,8001,friends,English
73625,8001,>,Symbol
73626,8001,invitation,English
73627,8001,code,English
73628,8001,>,Symbol
73629,8001,2omxan,NameEntity
73630,8001,ලබාදි,Sinhala
73631,8001,➡,Symbol
73632,8001,click,English
73633,8001,කරන්න,Sinhala
73634,8001,.,Symbol
73635,8002,What,English
73636,8002,is,English
73637,8002,the,English
73638,8002,price,English
73639,8002,?,Symbol
73640,8002,🤨,Symbol
73641,8003,අමතර,Sinhala
73642,8003,data,English
73643,8003,ගෙවලා,Sinhala
73644,8003,ගන්න,Sinhala
73645,8003,තරං,Sinhala
73646,8003,අපෙ,Sinhala
73647,8003,කොහෙවත්,Sinhala
73648,8003,කසන්නෑ,Sinhala
73649,8003,දීපල්ලා,Sinhala
73650,8003,අනිත්,Sinhala
73651,8003,රටවල්,Sinhala
73652,8003,වල,Sinhala
73653,8003,වගේ,Sinhala
73654,8003,un,Sin-Eng
73655,8003,limited,English
73656,8003,data,English
73657,8004,Signal,English
73658,8004,na,Sin-Eng
73659,8005,Sean,NameEntity
73660,8005,Wittachy,NameEntity
73661,8005,so,English
73662,8005,dissaponited,English
73663,8005,broh,English
73664,8006,📞,Symbol
73665,8006,🗨,Symbol
73666,8006,❤,Symbol
73667,8006,👌,Symbol
73668,8006,⬇,Symbol
73669,8006,-,Symbol
73670,8006,I,English
73671,8006,just,English
73672,8006,to,English
73673,8006,call,English
73674,8006,to,English
73675,8006,say,English
73676,8006,i,English
73677,8006,love,English
73678,8006,you,English
73697,8007,If,English
73680,8007,we,English
73681,8007,get,English
73682,8007,a,English
73683,8007,fiber,English
73684,8007,connection,English
73685,8007,",",Symbol
73686,8007,when,English
73687,8007,there,English
73688,8007,is,English
73689,8007,no,English
73690,8007,electricity,English
73691,8007,The,English
73692,8007,Land,English
73693,8007,linr,English
73694,8007,would,English
73695,8007,not,English
73696,8007,work,English
73697,8007,?,Symbol
73698,8007,?,Symbol
73699,8007,?,Symbol
73700,8008,Signal,English
73701,8008,දෙන්නේ,Sinhala
73702,8008,නැද්ද,Sinhala
73703,8009,Lebsack,NameEntity
73704,8009,👈,Symbol
73705,8009,👈,Symbol
73706,8009,👈,Symbol
73707,8009,👍,Symbol
73708,8009,👍,Symbol
73709,8009,👍,Symbol
73710,8010,දළදා,Sinhala
73711,8010,පෙරහැර,Sinhala
73712,8010,නරඹන,Sinhala
73713,8010,අතර,Sinhala
73714,8010,Lebsack,NameEntity
73715,8010,වෙතින්,Sinhala
73716,8010,වටිනා,Sinhala
73717,8010,ත්‍යාගයක්,Sinhala
73718,8010,දිනාගන්න,Sinhala
73719,8010,.,Symbol
73720,8011,පළමු,Sinhala
73721,8011,පියවර,Sinhala
73722,8011,-,Symbol
73723,8011,ඔබේ,Sinhala
73724,8011,ජංගම,Sinhala
73725,8011,දුරකථනය,Sinhala
73726,8011,සමීපයේ,Sinhala
73727,8011,තවත්,Sinhala
73728,8011,ජංගම,Sinhala
73729,8011,දුරකථනයක්,Sinhala
73730,8011,තබා,Sinhala
73731,8011,",",Symbol
73732,8011,මේ,Sinhala
73733,8011,සමඟම,Sinhala
73734,8011,අපේ,Sinhala
73735,8011,පිටුවේ,Sinhala
73736,8011,පළ,Sinhala
73737,8011,කරඇති,Sinhala
73738,8011,දෙවන,Sinhala
73739,8011,පෙරහැර,Sinhala
73740,8011,වරුණ,Sinhala
73741,8011,වීඩියෝව,Sinhala
73742,8011,play,English
73743,8011,කරන්න,Sinhala
73744,8011,.,Symbol
73745,8012,දෙවන,Sinhala
73746,8012,පියවර,Sinhala
73747,8012,-,Symbol
73748,8012,පෙරහැර,Sinhala
73749,8012,වරුණ,Sinhala
73750,8012,වීඩියෝ,NameEntity
73751,8012,එක,Sinhala
73752,8012,සම්පූර්ණ,Sinhala
73753,8012,වන,Sinhala
73754,8012,අපූර්ව,Sinhala
73755,8012,අත්දැකීම,Sinhala
73756,8012,විඳින,Sinhala
73757,8012,අතරම,Sinhala
73758,8012,",",Symbol
73759,8012,මේ,Sinhala
73760,8012,වීඩියෝ,NameEntity
73761,8012,එක,Sinhala
73762,8012,Play,English
73763,8012,කළ,Sinhala
73764,8012,ආකාරය,Sinhala
73765,8012,වීඩියෝගත,Sinhala
73766,8012,කරන්න,Sinhala
73767,8012,.,Symbol
73768,8013,තෙවන,Sinhala
73769,8013,පියවර,Sinhala
73770,8013,-,Symbol
73771,8013,මෙම,Sinhala
73772,8013,අත්දැකීම,Sinhala
73773,8013,අන්තර්ගත,Sinhala
73774,8013,විඩියෝව,Sinhala
73775,8013,මෙහි,Sinhala
73776,8013,comment,English
73777,8013,කරන්න,Sinhala
73778,8013,.,Symbol
73779,8014,Stand,English
73780,8014,a,English
73781,8014,chance,English
73782,8014,to,English
73783,8014,win,English
73784,8014,exciting,English
73785,8014,gifts,English
73786,8014,from,English
73787,8014,Lebsack,NameEntity
73788,8014,by,English
73789,8014,witnessing,English
73790,8014,the,English
73791,8014,Perahara,Sin-Eng
73792,8014,come,English
73793,8014,alive,English
73794,8014,on,English
73795,8014,two,English
73796,8014,screens,English
73797,8014,!,Symbol
73798,8015,Step,English
73799,8015,1,NameEntity
73800,8015,-,Symbol
73801,8015,Keep,English
73802,8015,another,English
73803,8015,mobile,English
73804,8015,phone,English
73805,8015,next,English
73806,8015,to,English
73807,8015,yours,English
73808,8015,and,English
73809,8015,play,English
73810,8015,the,English
73811,8015,second,English
73812,8015,Perahera,NameEntity
73813,8015,Nimsara,NameEntity
73814,8015,video,English
73815,8015,published,English
73816,8015,on,English
73817,8015,the,English
73818,8015,page,English
73819,8015,along,English
73820,8015,with,English
73821,8015,this,English
73822,8015,.,Symbol
73823,8016,Step,English
73824,8016,2,NameEntity
73825,8016,-,Symbol
73826,8016,Record,English
73827,8016,a,English
73828,8016,video,English
73829,8016,clip,English
73830,8016,of,English
73831,8016,these,English
73832,8016,two,English
73833,8016,videos,English
73834,8016,playing,English
73835,8016,on,English
73836,8016,the,English
73837,8016,two,English
73838,8016,phones,English
73839,8016,simultaneously,English
73840,8016,.,Symbol
73841,8017,Step,English
73842,8017,3,NameEntity
73843,8017,-,Symbol
73844,8017,Upload,English
73845,8017,your,English
73846,8017,video,English
73847,8017,clip,English
73848,8017,as,English
73849,8017,a,English
73850,8017,comment,English
73851,8017,on,English
73852,8017,this,English
73853,8017,post,English
73854,8017,.,Symbol
73855,8018,Batz,NameEntity
73856,8018,telephone,English
73857,8018,number,English
73858,8018,එක,Sinhala
73859,8018,අහනව,Sinhala
73860,8018,",",Symbol
73861,8018,wifi,NameEntity
73862,8018,withri,Sin-Eng
73863,8018,mn,Sin-Eng
73864,8018,use,English
73865,8018,krnne,Sin-Eng
73866,8018,",",Symbol
73867,8018,",",Symbol
73868,8018,",",Symbol
73869,8018,help,English
73870,8019,Colombia,NameEntity
73871,8019,-,Symbol
73872,8019,England,English
73873,8019,match,English
73874,8019,eke,Sin-Eng
73875,8019,data,English
73876,8019,hmbune,Sin-Eng
73877,8019,naa,Sin-Eng
73878,8019,tm,Sin-Eng
73879,8019,...,Symbol
73880,8020,H.b.dayy,English
73881,8021,Oyalage,Sin-Eng
73882,8021,kd,English
73883,8021,kohewat,Sin-Eng
73884,8021,na,Sin-Eng
73885,8021,puluwanan,Sin-Eng
73886,8021,awa,Sin-Eng
73887,8021,kada,Sin-Eng
73888,8021,walata,Sin-Eng
73889,8021,awanna,Sin-Eng
73890,8021,natan,Sin-Eng
73891,8021,api,Sin-Eng
73892,8021,amaruwe,Sin-Eng
73893,8022,Varalashme,NameEntity
73894,8023,kalu,Sin-Eng
73895,8023,suddo,Sin-Eng
73896,8024,Wha,English
73897,8024,happens,English
73898,8024,if,English
73899,8024,we,English
73900,8024,purchase,English
73901,8024,5GB,NameEntity
73902,8024,?,Symbol
73903,8025,Gold,English
73904,8026,Mini,English
73905,8026,miner,English
73906,8026,is,English
73907,8026,MORISS,NameEntity
73908,8026,",",Symbol
73909,8026,Mini,NameEntity
73910,8026,cooper,NameEntity
73911,8026,is,English
73912,8026,AUSTIN,NameEntity
73913,8026,.,Symbol
73914,8027,A,NameEntity
73915,8027,is,English
73916,8027,old,English
73917,8027,generation,English
73918,8027,.,Symbol
73919,8028,B,NameEntity
73920,8028,is,English
73921,8028,new,English
73922,8028,generation,English
73923,8029,retina,English
73924,8029,5k,Sin-Eng
73925,8029,display,English
73926,8030,Rawtar,English
73927,8030,eka,Sin-Eng
73928,8030,kiyada,Sin-Eng
73929,8031,Mata,Sin-Eng
73930,8031,hambuneth,Sin-Eng
73931,8031,netha,Sin-Eng
73932,8031,...,Symbol
73933,8032,3G,NameEntity
73934,8032,sim,NameEntity
73935,8032,walatath,Sin-Eng
73936,8032,me,Sin-Eng
73937,8032,data,English
73938,8032,card,English
73939,8032,dsnna,Sin-Eng
73940,8032,puluwan,Sin-Eng
73941,8032,da,Sin-Eng
73942,8033,මේ,Sinhala
73943,8033,පොඩි,Sinhala
73944,8033,පොඩි,Sinhala
73945,8033,තරග,Sinhala
73946,8033,නෙවෙයි,Sinhala
73947,8033,රටක්,Sinhala
73948,8033,විදියට,Sinhala
73949,8033,ජාත්‍යන්තර,Sinhala
73950,8033,තරහ,Sinhala
73951,8033,පවා,Sinhala
73952,8033,අපි,Sinhala
73953,8033,දිනලා,Sinhala
73954,8033,තියෙනවා,Sinhala
73955,8033,❤,Symbol
73956,8033,❤,Symbol
73957,8033,️දකුණ,Sinhala
73958,8033,❤,Symbol
73959,8034,Ammo,Sin-Eng
73960,8034,mathakai,Sin-Eng
73961,8034,mathakai,Sin-Eng
73962,8035,Couple,English
73963,8035,sim,NameEntity
73964,8035,ekak,Sin-Eng
73965,8035,gnne,Sin-Eng
73966,8035,kohomada,Sin-Eng
73967,8036,Get,English
73968,8036,10,NameEntity
73969,8036,%,Symbol
73970,8036,Bonus,English
73971,8036,for,English
73972,8036,every,English
73973,8036,Reload,English
73974,8036,and,English
73975,8036,Bill,English
73976,8036,Payments,English
73977,8036,of,English
73978,8036,all,English
73979,8036,your,English
73980,8036,Gerhold,NameEntity
73981,8036,Prepaid,English
73982,8036,or,English
73983,8036,Postpaid,English
73984,8036,connections,English
73985,8036,done,English
73986,8036,via,English
73987,8036,the,English
73988,8036,Gerhold,NameEntity
73989,8036,Selfcare,NameEntity
73990,8036,App,English
73991,8036,or,English
73992,8036,Gerhold,NameEntity
73993,8036,Website,English
73994,8036,.,Symbol
73995,8037,Download,English
73996,8037,the,English
73997,8037,Gerhold,NameEntity
73998,8037,Selfcare,NameEntity
73999,8037,App,English
74000,8037,today,English
74001,8037,https://buff.ly/39GzwvH,NameEntity
74002,8037,or,English
74003,8037,Visit,English
74004,8037,https://buff.ly/38Y6Ayl,NameEntity
74005,8038,Offer,English
74006,8038,valid,English
74007,8038,until,English
74008,8038,the,English
74009,8038,27th,English
74010,8038,of,English
74011,8038,March,English
74012,8038,only,English
74013,8038,.,Symbol
74014,8039,I,English
74015,8039,neet,English
74016,8039,to,English
74017,8039,buy,English
74018,8039,this,English
74019,8039,phone,English
74020,8039,I,English
74021,8039,won,English
74022,8039,to,English
74023,8039,pay,English
74024,8039,money,English
74025,8039,company,English
74026,8039,or,English
74027,8039,pranch,English
74028,8040,Gampola,NameEntity
74029,8040,Lebsack,NameEntity
74030,8040,chater,Sin-Eng
74031,8041,Several,English
74032,8041,complaints,English
74033,8041,made,English
74034,8041,for,English
74035,8041,not,English
74036,8041,having,English
74037,8041,proper,English
74038,8041,coverage,English
74039,8041,for,English
74040,8041,voice,English
74041,8041,calls,English
74042,8041,but,English
74043,8041,no,English
74044,8041,response,English
74045,8041,.,Symbol
74046,8042,First,English
74047,8042,provide,English
74048,8042,proper,English
74049,8042,coverage,English
74050,8042,for,English
74051,8042,voice,English
74052,8042,calls,English
74053,8042,islandwide,English
74054,8042,then,English
74055,8042,move,English
74056,8042,forward,English
74057,8042,to,English
74058,8042,other,English
74059,8042,options,English
74060,8042,..,Symbol
74061,8043,E,English
74062,8043,bill,English
74063,8043,web,NameEntity
74064,8043,page,English
74065,8043,isn't,English
74066,8043,loading,English
74067,8044,Adara,Sin-Eng
74068,8044,mal,Sin-Eng
74069,8044,pawane,Sin-Eng
74070,8044,😂,Symbol
74071,8045,any,English
74072,8045,time,English
74073,8045,?,Symbol
74074,8046,Not,English
74075,8046,working,English
74076,8046,yet,English
74077,8047,සටුට,Sinhala
74078,8047,සමරන්න,Sinhala
74079,8047,දෙන්නකෝ,Sinhala
74080,8047,data,English
74081,8047,❤,Symbol
74082,8047,😋,Symbol
74083,8047,😍,Symbol
74084,8047,🤣,Symbol
74085,8047,✋,Symbol
74086,8048,Lassaniu,Sin-Eng
74087,8049,Croatia,NameEntity
74088,8049,#worldcupmoments,English
74089,8049,#worldcup,English
74090,8049,#footballwithBartell,English
74091,8050,Hbo,NameEntity
74092,8050,wada,Sin-Eng
74093,8050,na,Sin-Eng
74094,8050,ona,Sin-Eng
74095,8050,nathiewanam,Sin-Eng
74096,8050,thinawa,Sin-Eng
74097,8050,😖,Symbol
74098,8050,😤,Symbol
74099,8051,ඕගොල්ලොන්ට,Sinhala
74100,8051,සිග්නල්,Eng-Sin
74101,8051,හරියට,Sinhala
74102,8051,පාරිභෝගිකයන්,Sinhala
74103,8051,අතරට,Sinhala
74104,8051,දෙන්න,Sinhala
74105,8051,ක්‍රමයක්,Sinhala
74106,8051,නැද්ද,Sinhala
74107,8051,...,Symbol
74108,8052,පාරිභෝගිකයන්,Sinhala
74109,8052,වැඩි,Sinhala
74110,8052,එකද,Sinhala
74111,8052,නැත්තම්,Sinhala
74112,8052,ඔයාලට,Sinhala
74113,8052,සම්පත්,Sinhala
74114,8052,නැද්ද,Sinhala
74115,8052,අපිට,Sinhala
74116,8052,අවශ්‍ය,Sinhala
74117,8052,පරිදි,Sinhala
74118,8052,සිග්නල්,Eng-Sin
74119,8052,ඒ,Sinhala
74120,8052,ඒ,Sinhala
74121,8052,ප්‍රදේශ,Sinhala
74122,8052,වලට,Sinhala
74123,8052,දෙන්න,Sinhala
74124,8052,..,Symbol
74125,8053,කොච්චර,Sinhala
74126,8053,පැකේජ්,Eng-Sin
74127,8053,තිබ්බත්,Sinhala
74128,8053,වැඩක්,Sinhala
74129,8053,නෑ,Sinhala
74130,8053,පට්ට,Sinhala
74131,8053,ස්ලෝ,Eng-Sin
74132,8053,..,Symbol
74133,8053,!,Symbol
74134,8053,😕,Symbol
74135,8053,😕,Symbol
74136,8054,ඔය,Sinhala
74137,8054,මුන්ගෙ,Sinhala
74138,8054,බොරු,Sinhala
74139,8054,මුන්,Sinhala
74140,8054,කව්රුහරි,Sinhala
74141,8054,හොයාගෙන,Sinhala
74142,8054,ඌට,Sinhala
74143,8054,රු,Sinhala
74144,8054,1000ක්,Sinhala
74145,8054,දිලා,Sinhala
74146,8054,කියනවා,Sinhala
74147,8054,මෙහෙම,Sinhala
74148,8054,රගපාන්න,Sinhala
74149,8054,කියලා,Sinhala
74150,8055,මිලියන,Sinhala
74151,8055,ගනන්,Sinhala
74152,8055,දෙන්නෙ,Sinhala
74153,8055,නැ,Sinhala
74154,8055,ඔය,Sinhala
74155,8055,අමූලික,Sinhala
74156,8055,බොරුවක්,Sinhala
74157,8055,ලොඩ්,Eng-Sin
74158,8055,ඔෆ්,Eng-Sin
74159,8055,ද,Sinhala
74160,8055,රින්ග්,Eng-Sin
74161,8055,කියන්නෙ,Sinhala
74162,8055,බොරුවක්,Sinhala
74163,8056,අපිට,Sinhala
74164,8056,දිනුම්,Sinhala
74165,8056,අදින,Sinhala
74166,8056,නම්බර්,Eng-Sin
74167,8056,ටික,Sinhala
74168,8056,දිලා,Sinhala
74169,8056,මේ,Sinhala
74170,8056,ගොල්ලො,Sinhala
74171,8056,නැති,Sinhala
74172,8056,නම්බර්,Eng-Sin
74173,8056,ටිකක්,Sinhala
74174,8056,අර,Sinhala
74175,8056,පෙන්,Eng-Sin
74176,8056,එකට,Sinhala
74177,8056,දානවා,Sinhala
74178,8057,Me,Sin-Eng
74179,8057,ada,Sin-Eng
74180,8057,mokada,Sin-Eng
74181,8057,kadawal,Sin-Eng
74182,8057,wla,Sin-Eng
74183,8057,reload,English
74184,8057,ehma,Sin-Eng
74185,8057,karanee,Sin-Eng
74186,8057,natte,Sin-Eng
74187,8058,gmail,English
74188,8059,78,NameEntity
74189,8059,පාවිච්චි,Sinhala
74190,8059,කරන්න,Sinhala
74191,8059,කට්ටියට,Sinhala
74192,8059,72,NameEntity
74193,8059,other,English
74194,8059,network,English
74195,8059,ලු,Sinhala
74196,8059,.,Symbol
74197,8060,90,NameEntity
74198,8060,package,English
74199,8060,දැම්මොත්,Sinhala
74200,8060,78,NameEntity
74201,8060,to,English
74202,8060,72,NameEntity
74203,8060,ට,Sinhala
74204,8060,වෙනත්,Sinhala
74205,8060,ජාලයට,Sinhala
74206,8060,තියන,Sinhala
74207,8060,මිනිත්තු,Sinhala
74208,8060,වලින්,Sinhala
74209,8060,තමයි,Sinhala
74210,8060,කැපෙන්නේ,Sinhala
74211,8060,y,English
74212,8060,?,Symbol
74213,8061,A,NameEntity
74214,8061,&,English
74215,8061,B,NameEntity
74216,8061,gena,Sin-Eng
74217,8061,Podi,Sin-Eng
74218,8061,kollo,Sin-Eng
74219,8061,nam,Sin-Eng
74220,8061,vediya,Sin-Eng
74221,8061,dan,Sin-Eng
74222,8061,ne,Sin-Eng
74223,8061,.,Symbol
74224,8062,egollanta,Sin-Eng
74225,8062,kiyanna,Sin-Eng
74226,8062,tiyenne,Sin-Eng
74227,8062,parana,Sin-Eng
74228,8062,robinhood,NameEntity
74229,8062,balanna,Sin-Eng
74230,8062,kiyala,Sin-Eng
